dimension,judge,model,beta,theta,optimizer_success,n_comparisons
newsworthiness,mistral-medium-latest,checkpoint-5500-inputs-refs-preds-1000-examples,-0.5732073973727339,0.5637144796783458,True,100
newsworthiness,mistral-medium-latest,checkpoint-6000-inputs-refs-preds-1000-examples,-1.5294018020222175,0.21666523726469014,True,100
newsworthiness,mistral-medium-latest,checkpoint-6500-inputs-refs-preds-1000-examples,-1.4564306620346805,0.23306668560898375,True,100
hygiene,gpt-3.5-turbo,GPT4o-mini,16.95359024183978,23059542.70247206,True,100
hygiene,gpt-3.5-turbo,checkpoint-1000-inputs-refs-preds-1000-examples,-0.988260707649097,0.3722235338798659,True,100
hygiene,gpt-3.5-turbo,checkpoint-1500-inputs-refs-preds-1000-examples,-1.8223320177178373,0.16164834424254035,True,100
hygiene,gpt-3.5-turbo,checkpoint-2000-inputs-refs-preds-1000-examples,-1.5771630796171863,0.20656026279955989,True,100
hygiene,gpt-3.5-turbo,checkpoint-2500-inputs-refs-preds-1000-examples,-1.4547004659799647,0.23347028572188758,True,100
hygiene,gpt-3.5-turbo,checkpoint-3000-inputs-refs-preds-1000-examples,-1.7682910095593698,0.17062433515817482,True,100
hygiene,gpt-3.5-turbo,checkpoint-3500-inputs-refs-preds-1000-examples,-0.8470471335928984,0.4286788963838121,True,100
hygiene,gpt-3.5-turbo,checkpoint-4000-inputs-refs-preds-1000-examples,-1.334274536318297,0.2633491564213663,True,100
hygiene,gpt-3.5-turbo,checkpoint-4500-inputs-refs-preds-1000-examples,-1.1949340571558231,0.3027239159999875,True,100
hygiene,gpt-3.5-turbo,checkpoint-5000-inputs-refs-preds-1000-examples,-0.8519144619284802,0.4265974451072497,True,100
hygiene,gpt-3.5-turbo,checkpoint-5500-inputs-refs-preds-1000-examples,-1.415758090538322,0.24274152362686335,True,100
hygiene,gpt-3.5-turbo,checkpoint-6000-inputs-refs-preds-1000-examples,-1.9581259000483122,0.14112265120052805,True,100
hygiene,gpt-3.5-turbo,checkpoint-6500-inputs-refs-preds-1000-examples,-1.7407887817341887,0.17538200791900424,True,100
hygiene,google/gemini-2.5-flash-preview-05-20,GPT4o-mini,3.552161899318541,34.88866178900614,True,100
hygiene,google/gemini-2.5-flash-preview-05-20,checkpoint-1000-inputs-refs-preds-1000-examples,0.11509411538205372,1.1219790280878994,True,100
hygiene,google/gemini-2.5-flash-preview-05-20,checkpoint-1500-inputs-refs-preds-1000-examples,0.4640196827096905,1.5904542745817256,True,100
hygiene,google/gemini-2.5-flash-preview-05-20,checkpoint-2000-inputs-refs-preds-1000-examples,0.46190434780580025,1.587093486990503,True,100
hygiene,google/gemini-2.5-flash-preview-05-20,checkpoint-2500-inputs-refs-preds-1000-examples,0.4727966618550927,1.6044750988142322,True,100
hygiene,google/gemini-2.5-flash-preview-05-20,checkpoint-3000-inputs-refs-preds-1000-examples,-0.4249072267999958,0.6538304402584215,True,100
hygiene,google/gemini-2.5-flash-preview-05-20,checkpoint-3500-inputs-refs-preds-1000-examples,-1.5060831839968638,0.2217769384502956,True,100
hygiene,google/gemini-2.5-flash-preview-05-20,checkpoint-4000-inputs-refs-preds-1000-examples,-0.5012830147115737,0.6057529709529427,True,100
hygiene,google/gemini-2.5-flash-preview-05-20,checkpoint-4500-inputs-refs-preds-1000-examples,0.27108256139537623,1.311383335553321,True,100
hygiene,google/gemini-2.5-flash-preview-05-20,checkpoint-5000-inputs-refs-preds-1000-examples,-0.40296662902803604,0.6683344019200176,True,100
hygiene,google/gemini-2.5-flash-preview-05-20,checkpoint-5500-inputs-refs-preds-1000-examples,-0.8328405697345063,0.43481241545670524,True,100
hygiene,google/gemini-2.5-flash-preview-05-20,checkpoint-6000-inputs-refs-preds-1000-examples,-1.335966406254196,0.2629039805969596,True,100
hygiene,google/gemini-2.5-flash-preview-05-20,checkpoint-6500-inputs-refs-preds-1000-examples,-0.3330122379413809,0.7167614224177534,True,100
hygiene,anthropic/claude-3-5-haiku-20241022,GPT4o-mini,14.546113899177225,2076332.9670869613,True,100
hygiene,anthropic/claude-3-5-haiku-20241022,checkpoint-1000-inputs-refs-preds-1000-examples,0.1483395593601209,1.1599066866739243,True,100
hygiene,anthropic/claude-3-5-haiku-20241022,checkpoint-1500-inputs-refs-preds-1000-examples,-1.3103996192609308,0.2697122526348322,True,100
hygiene,anthropic/claude-3-5-haiku-20241022,checkpoint-2000-inputs-refs-preds-1000-examples,-2.2729016778797053,0.10301283592564216,True,100
hygiene,anthropic/claude-3-5-haiku-20241022,checkpoint-2500-inputs-refs-preds-1000-examples,-1.638891160128015,0.19419525439198196,True,100
hygiene,anthropic/claude-3-5-haiku-20241022,checkpoint-3000-inputs-refs-preds-1000-examples,-0.7972271689855983,0.4505766063557575,True,100
hygiene,anthropic/claude-3-5-haiku-20241022,checkpoint-3500-inputs-refs-preds-1000-examples,-0.6300683204743347,0.5325554153253833,True,100
hygiene,anthropic/claude-3-5-haiku-20241022,checkpoint-4000-inputs-refs-preds-1000-examples,-1.5324471552315089,0.21600641876572582,True,100
hygiene,anthropic/claude-3-5-haiku-20241022,checkpoint-4500-inputs-refs-preds-1000-examples,-0.9340040841976212,0.39297704275624923,True,100
hygiene,anthropic/claude-3-5-haiku-20241022,checkpoint-5000-inputs-refs-preds-1000-examples,-0.5323555351129645,0.587220121673987,True,100
hygiene,anthropic/claude-3-5-haiku-20241022,checkpoint-5500-inputs-refs-preds-1000-examples,-2.172107591592617,0.11393723053250698,True,100
hygiene,anthropic/claude-3-5-haiku-20241022,checkpoint-6000-inputs-refs-preds-1000-examples,-1.6257390191864225,0.19676620745653642,True,100
hygiene,anthropic/claude-3-5-haiku-20241022,checkpoint-6500-inputs-refs-preds-1000-examples,-1.2483121264876473,0.28698878906187664,True,100
hygiene,mistral-medium-latest,GPT4o-mini,14.7304272659204,2496567.29905159,True,100
hygiene,mistral-medium-latest,checkpoint-1000-inputs-refs-preds-1000-examples,-0.7736852297497947,0.4613098989900194,True,100
hygiene,mistral-medium-latest,checkpoint-1500-inputs-refs-preds-1000-examples,-1.3597908805507846,0.25671445532626785,True,100
hygiene,mistral-medium-latest,checkpoint-2000-inputs-refs-preds-1000-examples,-1.567835339098595,0.2084960174054536,True,100
hygiene,mistral-medium-latest,checkpoint-2500-inputs-refs-preds-1000-examples,-1.615503988094888,0.1987904571660031,True,100
hygiene,mistral-medium-latest,checkpoint-3000-inputs-refs-preds-1000-examples,-1.3935419922816745,0.24819464239524003,True,100
hygiene,mistral-medium-latest,checkpoint-3500-inputs-refs-preds-1000-examples,-0.800761851480484,0.448986772546813,True,100
hygiene,mistral-medium-latest,checkpoint-4000-inputs-refs-preds-1000-examples,-1.3571195263826556,0.25740114734695807,True,100
hygiene,mistral-medium-latest,checkpoint-4500-inputs-refs-preds-1000-examples,-1.6026934747129946,0.20135344653174464,True,100
hygiene,mistral-medium-latest,checkpoint-5000-inputs-refs-preds-1000-examples,-1.1651683718843078,0.31187014744739594,True,100
hygiene,mistral-medium-latest,checkpoint-5500-inputs-refs-preds-1000-examples,-0.4747072837718491,0.6220671189581151,True,100
hygiene,mistral-medium-latest,checkpoint-6000-inputs-refs-preds-1000-examples,-1.2860684799704405,0.27635514588731547,True,100
hygiene,mistral-medium-latest,checkpoint-6500-inputs-refs-preds-1000-examples,-1.3335508479419165,0.2635398081226874,True,100
